class_label,document
positive,http://www.marketwatch.com/story/dec-gold-finishes-the-week-28-higher-2006-10-13dec. gold finishes the week 2.8% higher
none,https://www.thehindubusinessline.com/markets/gold/gold-eases-ahead-of-jackson-hole-central-bankers-meet/article9829116.eceGold eases ahead of Jackson Hole central bankers meet
positive,http://www.marketwatch.com/story/feb-gold-tops-423oz-in-late-morning-trade-2005-01-18feb gold tops $423/oz in late morning trade
positive,"http://www.marketwatch.com/story/february-gold-up-50-cents-or-less-than-01-at-121250oz-2017-01-18February gold up 50 cents, or less than 0.1%, at $1,212.50/oz."
positive,"http://www.marketwatch.com/story/gold-settles-at-a-one-week-high-holds-gains-in-electronic-trade-after-fed-beige-book-2018-04-18gold settles at a one-week high, holds gains in electronic trade after fed beige book"
positive,"http://www.marketwatch.com/story/december-gold-rises-02-at-122280oz-2018-08-03december gold rises 0.2% at $1,222.80/oz."
negative,http://www.marketwatch.com/story/gold-stumbles-on-track-for-back-to-back-weekly-loss-2016-07-22Gold futures log back-to-back weekly losses
none,http://www.marketwatch.com/story/golds-2016-peak-now-looks-easy-to-reach-after-the-metals-big-breakout-2017-08-29-9103011Gold's 2016 peak now looks easy to reach after the metal's big breakout
positive,"https://www.thehindubusinessline.com/markets/gold/Gold-futures-rise-to-Rs-29500-per-10-gm/article20678931.eceGold futures rise to Rs 29,500 per 10 gm"
negative,http://www.marketwatch.com/story/gold-futures-close-at-one-week-low-copper-sinks-2005-08-17gold ends under $450; copper sinks
negative,http://www.marketwatch.com/story/gold-falls-as-dollar-rises-after-senate-approves-plan-2008-10-02gold falls as dollar rises after senate approves plan
negative,"http://www.marketwatch.com/story/december-gold-finishes-off-1030-or-08-at-1215oz-2018-10-31december gold finishes off $10.30, or 0.8%, at $1,215/oz."
positive,https://economictimes.indiatimes.com/articleshow/1144410.cmsgold prices rise on global cues; silver loses lustre
negative,"http://www.marketwatch.com/story/dec-gold-loses-950-or-07-to-end-at-128050oz-for-the-session-2017-10-20Dec. gold loses $9.50, or 0.7%, to end at $1,280.50/oz for the session"
none,"https://economictimes.indiatimes.com/markets/commodities/cad-still-a-worry-more-steps-likely-to-curb-gold-imports/articleshow/20418412.cmscad still a worry, more steps likely to curb gold imports"
none,https://www.metalsdaily.com/link/280642/bearish-death-cross-is-forming-in-gold-even-as-trade-turmoil-rattles-stock-market.htmbearish 'death cross' is forming in gold even as trade turmoil rattles stock market
negative,https://www.moneycontrol.com/news/business/markets/mcx-goldguinea-september-contract-trades-lower-1448257.htmlmcx goldguinea september contract trades lower
none,https://economictimes.indiatimes.com/articleshow/2875085.cmsgold outshines stocks in returns to investment
negative,https://www.thehindubusinessline.com/markets/commodities/mcx-gold-reverses-from-key-support/article7727056.eceMCX gold reverses from key support
positive,https://www.thehindubusinessline.com/markets/gold/gold-climbs-on-chinese-buying-but-strong-dollar-could-keep-gains-in-check/article6756664.eceGold climbs on Chinese buying but strong dollar could keep gains in check
positive,"http://www.marketwatch.com/story/august-gold-climbs-390-or-06-to-66380oz-in-ny-2007-06-19august gold climbs $3.90, or 0.6%, to $663.80/oz in ny"
none,https://www.metalsdaily.com/link/286397/royal-mint-uk-government-vetoes-royal-mints-launch-of-digital-gold-after-cme-exit.htmroyal mint : uk government vetoes royal mint's launch of digital gold after cme exit
positive,"http://www.marketwatch.com/story/gold-futures-log-highest-finish-since-feb-16-up-29-on-week-2018-03-23gold futures log highest finish since feb. 16, up 2.9% on week"
negative,http://www.marketwatch.com/story/gold-prices-finish-lower-as-dollar-strengthens-2017-03-30Gold prices finish lower as dollar strengthens
positive,"https://economictimes.indiatimes.com/markets/commodities/news/gold-silver-edge-higher-in-morning-trade/articleshow/61196453.cmsgold, silver edge higher in morning trade"
positive,"https://economictimes.indiatimes.com/markets/commodities/news/gold-silver-up-on-safe-haven-demand/articleshow/60015964.cmsgold, silver up on safe-haven demand"
none,https://economictimes.indiatimes.com/markets/commodities/news/gold-rate-today-track-gold-price-per-gram/articleshow/60837605.cmsgold rate today: track gold price per gram
positive,"http://www.marketwatch.com/story/december-gold-up-1120-at-129460-an-ounce-2014-08-28december gold up $11.20 at $1,294.60 an ounce"
none,https://economictimes.indiatimes.com/markets/commodities/news/gold-price-chart-find-all-the-latest-gold-rate-chart-and-news/articleshow/60967101.cmsgold price chart: find all the latest gold rate chart and news
positive,https://www.moneycontrol.com/news/business/markets/gold-premiums-hit-another-peakscarce-supplies-1419895.htmlgold premiums hit another peak on scarce supplies
negative,http://www.marketwatch.com/story/gold-inches-lower-other-metals-stumble-2011-06-13gold settles lower alongside other metals
positive,http://www.marketwatch.com/story/cboe-gold-index-up-54-to-close-at-13374-2006-06-21cboe gold index up 5.4% to close at 133.74
negative,http://www.investing.com/news/commodities-news/gold-prices-still-under-pressure-on-stronger-dollar-1278265Gold Prices Still Under Pressure on Stronger Dollar
negative,"https://www.moneycontrol.com/news/business/markets/gold-hits-two-week-low-as-us-yields-approach-3-lifting-dollar-2554989.htmlGold hits two-week low as US yields approach 3%, lifting dollar"
positive,"https://www.thehindubusinessline.com/markets/gold/Gold-futures-up-at-Rs-27509-per-10-gm/article20893101.eceGold futures up at Rs 27,509 per 10 gm"
negative,http://www.marketwatch.com/story/gold-futures-lose-about-33-for-the-week-2017-05-05Gold futures lose about 3.3% for the week
positive,"http://www.marketwatch.com/story/gold-futures-top-1187oz-heading-into-close-2009-11-25gold futures top $1,187/oz heading into close"
positive,https://economictimes.indiatimes.com/articleshow/3643356.cmsgold sales shoots up phenomenally in this festive season
positive,"http://www.marketwatch.com/story/feb-gold-taps-54010oz-nears-25-yr-high-of-543-from-dec-2006-01-06feb gold taps $540.10/oz, nears 25-yr high of $543 from dec"
none,https://economictimes.indiatimes.com/markets/commodities/news/cash-for-gold-makes-way-for-e-payments/articleshow/62032440.cmscash for gold makes way for e-payments
negative,"http://www.marketwatch.com/story/gold-closes-22-lower-at-133840-an-ounce-2010-11-16gold closes 2.2% lower at $1,338.40 an ounce"
negative,http://www.marketwatch.com/story/gold-draws-hideout-demand-as-deutsche-bank-rattles-markets-anew-2016-09-30friday's loss for gold pulls the metal down for the quarter
positive,https://www.metalsdaily.com/link/287553/palladium-price-hits-record-high-and-gets-within-$10-of-gold.htmpalladium price hits record high and gets within $10 of gold
positive,"http://www.marketwatch.com/story/gold-up-06-to-118130-an-ounce-2009-11-30gold up 0.6% to $1,181.30 an ounce"
positive,http://www.marketwatch.com/story/barrick-gold-profit-jumps-sees-rising-production-costs-2006-11-02barrick gold profit jumps; sees rising production costs
positive,"http://www.marketwatch.com/story/gold-silver-edge-higher-as-dollar-takes-step-back-2010-06-14gold, silver edge higher as dollar takes step back"
negative,https://www.metalsdaily.com/link/275616/gold-inches-down-on-higher-us-treasury-yields.htmgold inches down on higher u.s. treasury yields
positive,http://www.marketwatch.com/story/credit-suisse-sees-gold-prices-trending-up-in-long-term-2007-10-30credit suisse sees gold prices trending up in long term
none,http://www.marketwatch.com/story/gold-star-widow-myeshia-johnson-says-trumps-call-made-me-cry-even-worse-2017-10-23Gold Star widow Myeshia Johnson says Trump's call 'made me cry even worse'
negative,http://www.marketwatch.com/story/gold-weakens-as-fed-stays-the-course-2013-10-30gold futures drop 2% on fed taper worries
negative,http://www.marketwatch.com/story/feb-gold-falls-150-to-60540oz-after-61110-high-2007-01-08feb. gold falls $1.50 to $605.40/oz after $611.10 high
none,https://www.metalsdaily.com/link/284723/commerzbank-looks-for-higher-gold-prices-vs-euro.htmcommerzbank looks for higher gold prices vs. euro
positive,http://www.marketwatch.com/story/gold-futures-gain-ahead-of-slate-of-us-data-2013-06-05gold cuts gain at close as investors show caution
negative,http://www.marketwatch.com/story/gold-holds-early-losses-after-data-2017-03-01Gold holds early losses after data
negative,http://www.investing.com/news/commodities-news/gold-edges-lower-as-ukraine-remains-in-spotlight-283781Gold edges lower as Ukraine remains in spotlight
positive,"http://www.marketwatch.com/story/dec-gold-gains-2020-or-16-to-settle-at-130820oz-ahead-of-fed-decision-2016-11-02Dec. gold gains $20.20, or 1.6%, to settle at $1,308.20/oz ahead of Fed decision"
negative,https://www.moneycontrol.com/news/business/markets/-1664031.htmlmcx goldguinea october contract trades lower
positive,https://www.thehindubusinessline.com/markets/gold/sovereign-gold-bonds-start-trading-surge-over-7/article8724652.eceSovereign gold bonds start trading; surge over 7%
none,https://www.moneycontrol.com/news/business/markets/-1622245.htmlgold imports pick up in september
positive,http://www.marketwatch.com/story/gold-turns-up-investors-weigh-safe-haven-appeal-2013-02-04gold turns up; investors weigh safe-haven appeal
negative,"http://www.marketwatch.com/story/december-gold-down-1250-to-175820-an-ounce-2012-09-18december gold down $12.50 to $1,758.20 an ounce"
neutral,"https://www.moneycontrol.com/news/business/gold-flat-dollar-up-on-higher-us-yields-2551899.htmlGold flat, dollar up on higher US yields"
positive,http://www.marketwatch.com/story/august-gold-up-40-cents-at-65630oz-in-morning-trading-2007-06-15august gold up 40 cents at $656.30/oz in morning trading
none,http://www.marketwatch.com/story/four-chinese-banks-approved-shanghai-goldfour chinese banks approved for shanghai gold futures trade
neutral,https://www.metalsdaily.com/link/275929/gold-stays-in-the-green-near-$1330-as-wall-street-slides.htmgold stays in the green near $1330 as wall street slides
negative,http://www.marketwatch.com/story/gold-prices-lose-about-19-for-the-week-2017-09-15Gold prices lose about 1.9% for the week
negative,http://www.marketwatch.com/story/gold-prices-fall-for-first-time-in-three-days-2005-01-13gold prices fall for first time in three days
none,http://www.marketwatch.com/story/barclays-fined-26-million-over-gold-fix-failings-2014-05-23barclays fined �26 million over gold-fix failings
none,"http://www.marketwatch.com/story/apple-vs-avatar-and-a-guess-on-gold-2015-11-18apple vs. avatar, and a guess on gold"
positive,http://www.marketwatch.com/story/jan-gold-moves-up-on-globex-after-earlier-losses-2009-12-13jan. gold moves up on globex after earlier losses
none,https://www.moneycontrol.com/news/business/economy/-1756383.htmlrbi tightens screws on gold funding
negative,"https://www.moneycontrol.com/news/business/commodities/gold-futures-fall-0-07-on-weak-global-cues-profit-booking-3011861.htmlGold futures fall 0.07% on weak global cues, profit-booking"
negative,http://www.marketwatch.com/story/gold-skids-more-than-1-snaps-win-streak-as-investors-flock-to-riskier-assets-2017-06-26Gold prices snap 3-session winning streak
positive,http://www.marketwatch.com/story/how-the-charged-air-around-yellen-could-send-gold-miners-higher-2016-08-22How the 'charged' air around Yellen could send gold miners higher
positive,"http://www.investing.com/news/commodities-news/gold,-silver-rise-ahead-of-yellen-testimony-282471gold, silver rise ahead of yellen testimony"
negative,https://www.moneycontrol.com/news/business/markets/gold-inches-down-as-dollar-firms-us-fed-in-focus-2986941.htmlGold inches down as dollar firms; US Fed in focus
negative,http://www.marketwatch.com/story/gold-futures-mark-lowest-finish-since-early-february-2016-12-13Gold futures mark lowest finish since early February
positive,"http://www.investing.com/news/commodities-news/gold-dips-on-day-but-up-1-for-the-week-on-fed-hike-worries-1729246gold dips on day, but up 1%+ for the week on fed hike worries"
none,"https://economictimes.indiatimes.com/news/economy/finance/gold-bond-tranche-opens-on-january-18-other-scheme-nets-in-500-kg/articleshow/50581076.cmsgold bond tranche opens on january 18, other scheme nets in 500 kg"
positive,"http://www.marketwatch.com/story/gold-futures-metals-stocks-climb-amid-dollar-weakness-2003-05-27gold futures, metals stocks climb amid dollar weakness"
negative,"https://www.moneycontrol.com/news/business/markets/-1933761.htmlgold hits 1-month low on dollar, economic worries"
negative,http://www.marketwatch.com/story/august-gold-down-910-to-930-an-ounce-on-globex-2009-07-29august gold down $9.10 to $930 an ounce on globex
positive,"http://www.marketwatch.com/story/june-gold-climbs-390-or-03-to-settle-at-127810oz-2017-04-12June gold climbs $3.90, or 0.3%, to settle at $1,278.10/oz"
negative,"https://www.thehindubusinessline.com/markets/gold/gold-futures-down-at-rs-31340-per-10-gm/article25120387.eceGold futures down at Rs 31,340 per 10 gm"
negative,"http://www.marketwatch.com/story/golds-safe-haven-lift-fades-leaving-weekly-retreat-intact-2017-09-15Gold ends at September low, down nearly 2% for the week"
positive,"http://www.investing.com/news/commodities-news/gold-gains-on-european-bank-fears,-fed-expectations-294265gold gains on european bank fears, fed expectations"
