class_label,document
negative,"dec. gold down on profit taking, posts weekly loss"
negative,gold futures slide rs 265 on weak global cues
negative,"gold firm above &#36;1,200 as lower equities stoke safe-haven bids"
negative,"gold futures down rs 124 on profit booking, global cues"
negative,"gold drops to lowest in nearly 7 weeks; stronger dollar, equities drag"
none,buy crude on dips; gold may sell-off: aditya birla money
negative,"june gold ends down $5.90, or 0.6%, at $908.20"
positive,"gold extends gains, up $23.30 to $1,258.70, as dollar sinks on swiss move"
positive,"gold gains on local buying, global cues"
negative,gold futures down $2.80 at $870.70 an ounce
none,world gold council : india's budget - policy & progress
negative,gold slightly lower as rising stocks reduce safety buying
negative,december gold down $3.20 at $714.70 an ounce on nymex
negative,"June gold drops $11, or 0.9%, to settle at $1,216.10/oz"
negative,gold continues to decline on lower global cues
none,gold problem' getting serious: can it deliver sustainable returns?
negative,Gold takes back some lost ground after Fed meeting minutes
none,is bitcoin the new gold?
negative,"August gold falls $5.30, or 0.4%, to settle at $1,270.10/oz"
positive,"gold trades under $1,800 as u.s. equities rise"
negative,gold futures stumble 3.6% to end at $887.80 an ounce
none,bitcoin : digital gold vs. real gold: time to use bitcoin to buy gold?
positive,Gold futures rise 0.27% on global cues
negative,"gold falls over $11, pressured by dollar gains"
positive,"gold rises by rs 175 on increased demand, firm global cues"
negative,gold treads lower ahead of fed minutes
positive,"april gold ends up $2.60, or 0.3%, at $884.80 an ounce"
positive,Gold holds strong gains after Empire State report
none,"hecla mining '02 gold, silver production at record"
none,gold fields says production to be 5% shy of goal
positive,"spot gold quoted at $427, up $1.20 from new york"
none,gold demand surges record 21% in q1
none,eu parliament agrees to ease liquidity rules for gold trading
negative,"Gold ends near 3-month low, suffers 1.8% weekly loss"
negative,"August gold down $13.70, or 1.1%, to settle at $1,279.50/oz"
positive,"Gold hits 2-week high on dollar's weakness, trade worries"
none,turkey's gold-buying spree has market wondering how much and why
negative,"stocks cheer a benign july; gold, dollar suffer"
negative,Gold slumps on selling spree ahead of Fed QE meet
negative,gold ends lower for first time in three sessions
positive,february gold ends up $17.80 at $826.60 an ounce on nymex
positive,gold adds to gain after weekly jobless-claims report
none,"commodity bets: buy gold, crude; sell copper, lead"
negative,april gold last down $3.30 at $648.70/oz after $647 low
negative,gold futures close lower ahead of fed decision
positive,"gold near $456, highest since june `88"
positive,"gold futures at fresh, 15-year high"
positive,gold futures climb over $5 to a six-month high
positive,"crude, gold futures reverse course to trade higher"
negative,"gold falls, extending thursday's decline"
none,gold : your weight in gold
positive,"December gold rises less than 0.1% at $1,329.50/oz."
none,"ecb balance sheet grows, gold reserves increase"
positive,japan : 'semi-organized' crime groups tied to rise in gold smuggling
negative,gold futures retreat somewhat after private-sector employment report
positive,"gold, silver encounter profit-taking, global cues"
none,"goldman sachs feels even at 12% return, gold is still better than bitcoin"
positive,gold futures post modest gains to end two-session skid
negative,"Weak global cues pull gold futures down to Rs 28,384"
positive,"dec gold closes at $469.50/oz, up $2.30 after $462.30 low"
none,lbma ponders blockchain use for gold supply tracking
positive,gold inches up on weaker dollar; improved risk appetite weighs
negative,"gold, silver prices tumble to lowest since late 2010"
positive,"February gold up $9.50, or 0.8%, at $1,174.80/oz. after ADP report"
negative,India gold falls by 1.5%on global leads
negative,"gold turns lower, trades under $1,370 an ounce"
negative,Gold ticks lower; Trump's speech in focus
none,cftc : speculative gold long smallest since january 2016
none,russia and china are stockpiling gold
negative,"Gold futures plunge to Rs 33,786 per 10 gm"
positive,gold logs three-session win with oil at record high
positive,"comex gold up 0.2% on day, up 0.3% on week"
negative,strong wage growth friday could send gold lower
negative,gold futures down by rs 39 profit booking
none,Commerce Secretary for reviewing import duty on gold
negative,"gold prices, metals indexes lower in afternoon trade"
negative,"rupee rises on lower oil prices, gold slips"
none,pilgrim's pride extends gold kist tender offer
positive,gold stocks broadly higher
positive,"gold futures gain, tap $1,445 mark"
negative,Gold hovers near 6-month low
none,vaultoro's bitcoin-to-gold exchange implements lightning network payments
positive,"gold settles 2.1% higher at $1,829.80 an ounce"
none,Include 20 carat gold jewellery in hallmark standards: CAIT
positive,gold prices hold onto gains ahead of fomc statement
positive,gold at highest in nearly seven months after fed
positive,Gold futures log highest settlement in about 5 weeks
neutral,"Gold prices steady, eyes on US midterm elections"
none,canadian shares gain as gold miners rally
negative,ronald stoeferle : gold is dirt cheap right now
none,Gold futures
positive,gold futures up $8.50 at $596.80 an ounce
positive,spot gold quoted at $434.60 in asia trade
positive,"april gold settles at $1,201.50/oz, up $4.20, or 0.4%, on comex"
negative,august gold drops $11 to close at a 1-wk low of $673.80/oz
none,negative interest rate world over is good for gold: natixis
positive,Gold marks 1-month high as dollar retreats
positive,"gold ends higher, then pulls back as fed beige book ups odds of june rate hike"
negative,"Gold drops to Rs 30,700; silver down at Rs 41,200 per kg"
none,"Buy Comex gold if it touches $1,078-82/ounce"
negative,Gold prices trading lower in major metros
negative,Gold Prices Remain Lower on Stronger U.S. Dollar
positive,"gold up for second day on china data, weaker stock markets"
positive,Gold settles higher for a third session
positive,gold futures end the week roughly 0.8% higher
positive,"Dec. gold climbs $6.40, or 0.5%, to settle at $1,281.70/oz"
positive,"Gold, Silver may trade higher today: Angel Commodities"
positive,gold inches up on weaker dollar; improved risk appetite weighs
none,mcx goldm june contract trades firm
negative,"Gold falls to Rs 30,450 on weak demand from local jewellers"
positive,gold tops $453 to start busy week
positive,gold price could drive higher after dovish remarks from fed officials
positive,"Gold trades $4.50, or 0.4%, higher at $1,201.10/oz., after jobless claims, trade data"
positive,Gold rises for 4th as dollar eases on weak US data
none,5 reasons that gold is a loser
positive,"gold futures close 0.4% up at $1,374.10 an ounce"
negative,gold futures tumble on weak global trend
negative,"gold settles 1.3% lower as dollar, equities climb"
negative,"gold slides off record, ending lower at $1,335/oz"
positive,"April gold gains $7.20, or 0.6%, to settle at $1,255.70/oz"
positive,feb. gold ends up 1.2% at $847.20 an ounce
positive,"Gold hits over 14-month high of Rs 31,450"
positive,Gold scores highest settlement in almost three months
positive,"gold down on session, but up on week"
negative,Gold prices trade near session lows on Comex
none,spot gold quoted at $415.75 in early asia trade
positive,"gold futures up 0.31 pc on short-covering, weak rupee"
negative,Gold dips to one-month low as dollar strengthens
negative,gold down a 7th straight session to end at lowest level since feb. 1
negative,gold pares losses after losing as much as $10
positive,"gold gains on u.s. data, argentina default, geopolitical concerns"
negative,Gold slips as dollar gains before US Jobs data
negative,"December. gold down $11.70, or 0.9%, at $1,299.80 an ounce"
none,short gold; stop loss above rs 30900: nirmal bang
negative,gold prices lose about 2% for the week
positive,gold futures close at the highest in five weeks
none,vedanta acquires sterlite gold of canada for rs 285 cr
positive,"gold futures rally, carrying metals stocks higher"
negative,gold futures down 0.9% for the week
positive,Gold prices up in Asia with focus on physical demand from India
positive,gold spikes to 9-month high
negative,"gold closes marginally lower at $1,338.60/oz"
positive,Gold extends streak of price gains to a third session
positive,"Gold ends higher, then wavers in electronic trade after FOMC decision"
positive,Gold prices move up today
negative,"feb. gold ends at $1,660.60/oz, down $17.40 on day"
positive,Gold futures log highest finish since May 3
none,mcx goldguinea september contract trades flat
positive,"amex gold bugs index closes at 243.08, up 2.4%"
none,why indians love it when government makes gold expensive
negative,"february gold slips 0.3% at $1,318.30/oz."
positive,"Dec. gold climbs 90 cents, or less than 0.1%, to settle at $1,351.20/oz"
none,"trading tips for copper, gold and crude"
positive,"April gold up 0.1% at $1,241/oz."
positive,"gold near 2-week high on dollar, us gdp data"
negative,Gold post soft declines as geopolitical jitters subside
positive,gold futures settle higher for first time in four sessions
negative,Could gold fall to $850 an ounce if Trump made America great again?
positive,"spot gold quoted at $399.70, up $1.80 from new york"
